id,sentence,e1_pos,e2_pos,relation,label
1346,The Mother Superior is member the corporation,1,6,"Member-Collection(e1,e2)",15
1347,The army Israel was utterly defeated its camp ransacked which terribly augmented the horrors disasters the rout Saul army,16,18,Other,0
1348,The feed wire connecting the two blades the antenna has length 4 mm radius mm,6,8,"Component-Whole(e1,e2)",11
1349,On the other hand sentry tools are used by sentries in order defend against spies,5,9,"Instrument-Agency(e1,e2)",5
1350,The sword was taken from his small hands placed back in its place on the wall,1,7,"Entity-Origin(e1,e2)",13
1351,Atopic dermatitis the most common type eczema causes itchiness that worse in the colder months,1,8,"Cause-Effect(e1,e2)",9
1352,A woman applies the patch the skin her abdomen or buttock for three half weeks,1,4,"Instrument-Agency(e2,e1)",6
1353,The student took the note the class room,4,6,"Entity-Destination(e1,e2)",7
1354,As little boy he learned about politics from the parodies done on Saturday Night Live,6,9,"Message-Topic(e2,e1)",2
1355,The actress willingly moved into rehabilitation center in California,1,6,"Entity-Destination(e1,e2)",7
1356,The priority hoisting locations depends on the rig the vessel,7,9,"Component-Whole(e1,e2)",11
1357,I kept spray bottle with vinegar in it,3,5,"Content-Container(e2,e1)",18
1358,The frame encloses rectangular picture that has the same area as the frame itself,1,4,"Content-Container(e1,e2)",17
1359,My eyes have seen the defeat my adversaries my ears have heard the rout my wicked foes,13,16,Other,0
1360,The lid the anthropoid coffin dates from the 4th century BC,1,4,"Component-Whole(e1,e2)",11
1361,On the studio version the song breaks wide open after the second chorus with string section as Ryan rips up the harmonica,5,12,"Component-Whole(e2,e1)",12
1362,Dolphins created tools use for entertainment,0,2,"Product-Producer(e2,e1)",4
1363,This system proved be effective during the earthquake only one large painting fell from an interior wall which apparently took an unusually strong jolt,11,16,"Entity-Origin(e1,e2)",13
1364,Botulism is rare but serious paralytic illness caused by nerve toxin that is produced by the bacterium Clostridium botulinum,6,10,"Cause-Effect(e2,e1)",10
1365,My dog has little red ball on his snout,1,8,"Component-Whole(e2,e1)",12
1366,Employees increasingly are turning medication away from therapy treat depression,0,4,"Instrument-Agency(e2,e1)",6
1367,Down the winding path which curved among the rocks the little train baggage camels was daintily picking its way,11,13,"Member-Collection(e2,e1)",16
1368,He packed the sandwiches into knapsack,3,5,"Entity-Destination(e1,e2)",7
1369,The frustration during this period was reflected in comments published in The Youngstown Daily Vindicator,1,8,"Message-Topic(e2,e1)",2
1370,et al reported case such transformation in an the distal phalanx toe,10,11,"Component-Whole(e1,e2)",11
1371,Some are just strange such as parliament owls knob pochards cohort zebras,8,9,"Member-Collection(e2,e1)",16
1372,The benefits from inflation which Professor Mulligan cites bailing out underwater mortgagers are better understood as government sponsored transfer wealth from savers speculators,1,3,"Cause-Effect(e2,e1)",10
1373,In the Lower Mainland saw the usual raft architectural turkeys with our highest density buildings in the flock new condo towers under construction in Downtown South,7,9,"Member-Collection(e2,e1)",16
1374,Get on board before the train leaves the station,5,8,"Entity-Origin(e1,e2)",13
1375,The concerto comes from the pop gas bubbles escaping the joints snapping tendons ligaments rickety arthritic joints,1,5,"Cause-Effect(e2,e1)",10
1376,The wastes leaked from these tanks have been in contact with surrounding soils sediments for decades have undergone significant geochemical radiological transformations,1,5,"Entity-Origin(e1,e2)",13
1377,I sent the payment the registered email address in sandbox,3,6,"Entity-Destination(e1,e2)",7
1378,The bus departed from Panaji bus stand at six a.m. reached Mangalore the same day at four in the evening,1,6,"Entity-Origin(e1,e2)",13
1379,The first part teaches the alphabet along with fruit or vegetable,2,5,"Message-Topic(e1,e2)",1
1380,The most famous unkindness six ravens at the Tower London are employees kept on staff at the expense the British government,3,5,"Member-Collection(e2,e1)",16
1381,The course scaled the mountain via very muddy,1,8,"Component-Whole(e2,e1)",12
1382,Another misconception I see often is fuzzy idea the difference between the copy constructor the assignment operator,15,16,Other,0
1383,A regiment Swiss pikemen recaptured some their former glory during the Battle Dreux in when they singlehandedly defended the city Dreux long enough for the Catholic army send in reinforcements,1,3,"Member-Collection(e2,e1)",16
1384,The gunmen ran away from the scene,1,6,"Entity-Origin(e1,e2)",13
1385,The barbels the exposed catfish curled within 2 hours in heptachlor,1,4,"Component-Whole(e1,e2)",11
1386,Optic lobes the brain are connected the eyes by the optic nerve Cranial Nerve 1,1,3,"Component-Whole(e1,e2)",11
1387,Under this completed contract made up almost entirely Mormons built the Union Pacific track in the Utah territory,4,13,"Product-Producer(e2,e1)",4
1388,The letter was sent from the deathbed the former KGB spy Alexander Litvinenko who died this Saturday after being poisoned with radioactive poison earlier in the month,1,6,"Entity-Origin(e1,e2)",13
1389,A urinary tract infection UTI is the most common cause bladder irritation,3,11,"Cause-Effect(e1,e2)",9
1390,The protein is transported into the mitochondria,1,6,"Entity-Destination(e1,e2)",7
1391,The protest resulted in hours traffic jams on Guangzhou major roads such as Lu Lu Dongfeng Lu,1,6,"Cause-Effect(e1,e2)",9
1392,The marijuana in the bed was in suitcase,1,7,"Content-Container(e1,e2)",17
1393,The user has entered his password into an authorized system,5,9,"Entity-Destination(e1,e2)",7
1394,Evacuees with disabilities had difficult time conveying the trauma caused by the unexpected arrival uniformed officers who ordered them out their homes sometimes forcibly removed them,8,13,"Cause-Effect(e2,e1)",10
1395,To the left is drinking equipment sitting in wooden box,5,9,"Content-Container(e1,e2)",17
1396,The genome comprises base pairs contains around genes has very high guanine + cytosine content,1,7,"Component-Whole(e2,e1)",12
1397,The discharge started from the burst pulse corona,1,7,Other,0
1398,Highly viscous lavas lead violent eruption,2,5,"Cause-Effect(e1,e2)",9
1399,The Clippers in contrast are prickle hedgehogs without common goal,5,6,"Member-Collection(e2,e1)",16
1400,Accidentally acid was dropped into the pool,1,6,"Entity-Destination(e1,e2)",7
1401,The standard soccer ball is made synthetic leather usually polyurethane or polyvinyl chloride stitched around an inflated rubber or bladder,3,7,"Entity-Origin(e1,e2)",13
1402,The artist development toolkit is one series interactive artist,1,3,"Instrument-Agency(e2,e1)",6
1403,A US aircraft was dropped into difficult landing in Mali,2,7,Other,0
1404,The cysts are caused by chronic inflammation the with production serous fluid between the cartilage,1,6,"Cause-Effect(e2,e1)",10
1405,This barbell toy has an acrylic ring rattle lots dots tongue,2,6,"Component-Whole(e2,e1)",12
1406,Some posters number encouraged the population areas near the front evacuate thus avoiding the overcrowding ensuing problems food distribution disease caused by the incoming refugees,19,24,"Cause-Effect(e2,e1)",10
1407,The head the team has gathered very dynamic productive team,1,3,"Member-Collection(e1,e2)",15
1408,If participant complaint is the source an investigative lead interim contact with the participant should be made by the investigator,2,8,"Cause-Effect(e1,e2)",9
1409,Each warrior carries or sword in leather sheath bears bow quiver poisoned arrows,10,12,"Content-Container(e2,e1)",18
1410,Even the fan blades inside the engine are designed be quieter,3,6,"Component-Whole(e1,e2)",11
1411,The violence has been caused by the Hutu militia who fled Rwanda after the genocide in that country who have been in hiding in the forest in Congo,1,8,"Cause-Effect(e2,e1)",10
1412,The clock struck twelve with loud chime that made me jump,1,6,"Cause-Effect(e1,e2)",9
1413,The first parcel he found was fifty dollars the coins not having burst the paper enveloping them,6,7,"Component-Whole(e2,e1)",12
1414,Sam Houghton old boy from Buxton Derbyshire patented an invention after coming up with an idea for broom help his father sweep up leaves,3,15,"Product-Producer(e2,e1)",4
1415,The woman purchases raw milk from local member Communities Alliance for Responsible cooperative raw milk dairymen,12,15,"Member-Collection(e2,e1)",16
1416,This personal alarm combines two great deterrents loud alarm flashing light,2,10,"Component-Whole(e2,e1)",12
1417,The rescue adoption room was filled with kindle kittens,7,8,"Member-Collection(e2,e1)",16
1418,The pages the magazine came life at the Metreon with gourmet food great Sonoma Valley wine jamming music,1,3,"Component-Whole(e1,e2)",11
1419,Antacids work by using base neutralize the acid,0,4,Other,0
1420,In Wuthering Heights by Emily Bronte the author uses repetition as device give us the full understanding the characters,7,9,"Instrument-Agency(e2,e1)",6
1421,This is homeopathic nasal spray which really helps customers keep their sinuses clear,4,8,"Instrument-Agency(e1,e2)",5
1422,The thing that most struck him however was the rope the great alarm bell on the roof which hung down in corner the room on the side the fireplace,9,13,"Component-Whole(e1,e2)",11
1423,Ross noted that the landscapes he painted typically mountains lakes snow log cabin scenes were strongly influenced by his years living in Alaska where he was stationed for the majority his Air Force career,4,8,Other,0
1424,The acupressure is skill derived from the Acupuncture branch the Chinese Traditional Medicine,1,8,"Entity-Origin(e1,e2)",13
1425,The pepper I got was in jar labeled Prickly Ash which is the name the plant,1,6,"Content-Container(e1,e2)",17
1426,Signs placed at the flagpole island at the village square caused stir on the Linglestown forum on PennLive.com,0,11,"Cause-Effect(e1,e2)",9
1427,For the first time in more than years black rhinos have been released back into the wild in Kenya,8,16,"Entity-Destination(e1,e2)",7
