id,sentence,e1_pos,e2_pos,label
1933,Body piercing jewellery specially for lobe ear piercings .,5,6,"Component-Whole(e1,e2)"
1934,The stone ginger beer has a ginger 'bite ' without the 'ginger burn ' of more peppery Jamaican ginger beers .,2,3,"Entity-Origin(e2,e1)"
1935,Oil extraction in the Amazon has already caused the extinction of the Tetete and Zaparo nationalities and continues to threaten indigenous peoples .,1,9,"Cause-Effect(e1,e2)"
1936,"For the original stud farm , desirous of producing the best horses for the dragoons and hussars , the lighter horse of a square frame was the ideal .",11,14,"Instrument-Agency(e1,e2)"
1937,"Listeners receive WBAI live over the internet ( referred to as `` streaming '' ) , using one of the various audio formats below .",0,6,"Instrument-Agency(e2,e1)"
1938,The 100 MHz RF signal for the amplitude modulator was derived from a pulse pattern generator ( PPG ) .,4,15,"Cause-Effect(e2,e1)"
1939,Even travel agents are turning to telepresence for clients .,1,6,"Instrument-Agency(e2,e1)"
1940,The temperature distributions in a vial during freeze-drying of a skim milk solution were determined experimentally .,2,5,Other
1941,"The first seismic arrival from an earthquake is the P wave , which is usually relatively low-amplitude .",2,6,"Cause-Effect(e2,e1)"
1942,I sent you a suitcase with cash in it so you can fill it up with wine gummies .,4,6,"Content-Container(e2,e1)"
1943,The media then creates a self fulfilling prophesy with constant reports of doom and gloom and individuals also pull their money out of the targeted bank .,1,10,"Product-Producer(e2,e1)"
1944,Google groups were sending commands to malware .,4,6,"Entity-Destination(e1,e2)"
1945,Also missing was a 38 caliber Smith & Wesson gun that was in a suitcase in the tractor .,9,14,"Content-Container(e1,e2)"
1946,"These centres , along with appropriate educational and psychosocial interventions , helped children overcome the trauma and stress caused by the earthquake .",15,21,"Cause-Effect(e2,e1)"
1947,But my local bellowing of bullfinches prefer natural food .,3,5,"Member-Collection(e2,e1)"
1948,American skiier Lindsey Vonn denied downhill treble as fog caused cancellation in Val d'Isere .,8,10,"Cause-Effect(e1,e2)"
1949,Through the night the stern continued to settle as the cruiser listed to port .,4,10,"Component-Whole(e1,e2)"
1950,This technique efficiently inserted genes into hematopoietic stem cells .,4,7,"Entity-Destination(e1,e2)"
1951,"The device was contained in a small jiffy bag with a white label , with a post mark that was `` not local '' .",1,7,"Content-Container(e1,e2)"
1952,Illinois race for lieutenant governor attracts a crowd of candidates .,7,9,"Member-Collection(e2,e1)"
1953,The opposing party hid the anvil with a view to important consequences .,2,8,Other
1954,A critical habitat for beluga whales in upper Cook Inlet has been created by the federal government .,2,16,"Product-Producer(e1,e2)"
1955,The crew had dug a trench for her to walk in so that she would not dwarf the star .,1,5,"Product-Producer(e2,e1)"
1956,"He came back 15 minutes later with a bottle , with three lizards in it .",8,12,"Content-Container(e2,e1)"
1957,Mark also spoke about post-September 11 civil rights and civil liberties issues facing immigrants .,11,13,Other
1958,"The explorer journeyed into the Arctic region of the Himalayas , determined to find a copy of the Himis manuscript or to expose the fraud .",1,6,"Entity-Destination(e1,e2)"
1959,The judge directed the court to decide the preliminary issue raised by the petitioner .,4,13,Other
1960,The NMB maintains a panel of neutral referees for service on these and certain other boards .,4,7,"Member-Collection(e2,e1)"
1961,He grabed one end of the broom stick as they grab the other end .,6,7,"Component-Whole(e2,e1)"
1962,"In law , a bill of particulars is a list of written statements made by a party to a court proceeding , upon demand of another party , that sets forth details of a claim or defense .",4,6,"Member-Collection(e2,e1)"
1963,My pug has little bumps under his chin .,1,7,"Component-Whole(e2,e1)"
1964,It has been assumed that the quench starts at the middle cross-section of the magnet .,6,11,Other
1965,"In the fall of 2003 , a hidden camera-equipped journalist from Germany 's ARD television infiltrated the Saudi-built King Fahd Academy in Bonn and taped what it taught to young Muslim children .",9,14,"Entity-Origin(e1,e2)"
1966,Ice cream was made by hand in a large bowl placed inside a tub filled with ice and salt .,1,5,Other
1967,"Ruins from 800,000 years ago discovered in Israel show that Stone Age ancestors had began to organize their open-air living spaces into separate clusters for different activities such as cooking and stone manufacturing .",0,3,"Entity-Origin(e1,e2)"
1968,"The user is cooling a processor with a power usage of 35W , using a conventional heatsink .",1,9,Other
1969,The hotel released effluent into the lake .,3,6,"Entity-Destination(e1,e2)"
1970,They include sending e-mails to remind customers about abandoned items .,3,8,"Message-Topic(e1,e2)"
1971,The tsunami resulted in significant property damage but only two fatalities in RS .,1,6,"Cause-Effect(e1,e2)"
1972,"As we were leaving the house , we found a suitcase with three or four Jordanian passports in it , clothes , and hygiene gear .",10,16,"Content-Container(e2,e1)"
1973,The president has made taxes and spending the big issues again .,1,4,Other
1974,The student creates compositional forms using a sequencer or notation program .,1,10,"Instrument-Agency(e2,e1)"
1975,I have placed a new memory card directly into my mobile phone .,5,11,"Entity-Destination(e1,e2)"
1976,Certain cricketers have been eluded from their team on accounts of injury .,1,7,"Entity-Origin(e1,e2)"
1977,The frozen spread was found in a sack in a former pony stable nearly a century after Captain Robert Scott 's mission to the South Pole .,2,7,"Content-Container(e1,e2)"
1978,The speeches were on the subject of the relationship between institutional and poetic violence .,1,8,"Message-Topic(e1,e2)"
1979,"Little did these naive people realize at the time that they were embracing a foul brood of ungrateful vipers , which would soon prove to be their undoing .",15,18,"Member-Collection(e2,e1)"
1980,Here is one of the craters created by the meteorite Morasko .,5,9,"Product-Producer(e1,e2)"
1981,A stent was inserted into the patient 's artery in 55 minutes .,1,8,"Entity-Destination(e1,e2)"
1982,The publication has connection to an international research project .,1,8,"Message-Topic(e1,e2)"
1983,"By the end of the work day , the anger was radiating from the city .",9,14,"Cause-Effect(e2,e1)"
1984,"The farm comprises 80 turbines and generates 160 megawatts , nearly 2 % of Denmark 's total electricity consumption .",1,4,"Component-Whole(e2,e1)"
1985,The power indicator of the transmitter and headphone then went off .,2,5,"Component-Whole(e1,e2)"
1986,The Big Barn Farm friends discover a pile of junk .,7,9,Other
1987,"In view of the terrible destruction that was caused by the flood waves , we have to fear that a number of Germans , clearly in the three-digit numbers , will be among the dead .",5,12,"Cause-Effect(e2,e1)"
1988,The conclusion chapter is cautious and organised around the six themes of the book .,2,10,"Message-Topic(e1,e2)"
1989,He also had access to a sounder of fat pigs upon which the humans feasted upon in celebration of the newly expanded farmland .,6,9,"Member-Collection(e2,e1)"
1990,The Appellant noticed that the switch of the circuit breaker which feeds 440 volts A.C. power to the main switchboard in the engine .,19,22,"Component-Whole(e1,e2)"
1991,Wave crests are blown into the froth .,0,6,"Entity-Destination(e1,e2)"
1992,"This workshop analyzes credit risk factors and how these risk factors can be measured , controlled , and reduced in financial institutions .",1,5,"Message-Topic(e1,e2)"
1993,These are some of the many ways in which Hitler and the Nazi party used propaganda in order to brainwash and manipulate people into thinking that the Nazi party was a good party to be in .,13,15,"Instrument-Agency(e2,e1)"
1994,"Harriers are large , slender hawk-like birds with long tails and long , thin legs .",6,9,"Component-Whole(e2,e1)"
1995,This is wishful thinking by a scribe who is more blind to the reality than those he accuses of blindness .,3,6,Other
1996,I am just joining the queue of disappointed parents and upset children as i bought a marshmallow maker and toffee apple maker .,16,17,"Product-Producer(e1,e2)"
1997,Chris Caisley remains the head of the team and sources were keen to pinpoint his previous experience as chairman of the Bradford Bulls rugby league club .,4,7,"Member-Collection(e1,e2)"
1998,Public education systems have carried nations into prosperity .,5,7,Other
1999,The nitric oxide was contained in a large gold-plated cylinder in which it was ionized by krypton resonance radiation .,1,8,"Content-Container(e1,e2)"
2000,Making and fitting horseshoes was only part of the life of a blacksmith .,3,12,Other
2001,It 's hell in the hospitals where the amputees 's screaming after the lapse of morphine is heard all the time .,10,13,"Cause-Effect(e2,e1)"
2002,"Williams , who is regarded as `` the first among equals '' within the communion of leaders that represent 160 countries and some 75 million Anglicans worldwide , has sought to find a delicate balance within the deeply divided group of primates .",14,16,"Member-Collection(e2,e1)"
2003,"Since the ultimate purpose of the company is that of sales , the sales department is rightly recognized as one of the major departments of the business .",14,26,"Component-Whole(e1,e2)"
2004,The sergeant got out from the police car .,1,7,"Entity-Origin(e1,e2)"
2005,Scientists discovered that these drugs were related to heart valve disease .,4,10,"Cause-Effect(e1,e2)"
2006,"In the book , the main female character is a woman named Messua who adopts Mowgli .",2,7,"Message-Topic(e2,e1)"
2007,Guinea unions threaten junta with walkout .,1,5,"Instrument-Agency(e2,e1)"
2008,Beeswax is a natural wax produced in the bee hive of honey bees of the genus Apis .,9,12,Other
2009,"Bevilona , pretending astonished fear , hides the frightened peasant in a cask .",9,12,"Entity-Destination(e1,e2)"
2010,"Typically , varieties of this sort were grown on flat land by peasants .",2,12,Other
2011,"However , some person had broken the padlock of the chain across the road .",7,10,"Component-Whole(e1,e2)"
2012,"In other words , the bow of the vessel points at the 'windy ' extended edge of the table .",5,8,"Component-Whole(e1,e2)"
2013,"I liked how his D cells were in a box behind the counter , with no prices on them , as if they were contraband or moonshine .",5,9,"Content-Container(e1,e2)"
